"Acceleration (m/s^2): (2.432,4.211,-10.415)"
"Magnetometer (gauss): (-0.138,-0.259,-0.336)"
"Gyroscope (degrees/sec): (146.160,-39.156,264.618)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.896,4.580,-13.843)"
"Magnetometer (gauss): (-0.138,-0.259,-0.336)"
"Gyroscope (degrees/sec): (216.038,-0.490,160.720)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.339,3.850,-7.658)"
"Magnetometer (gauss): (-0.138,-0.259,-0.336)"
"Gyroscope (degrees/sec): (220.290,82.355,-283.518)"
Temperature: 24.500C
"Acceleration (m/s^2): (5.261,3.168,-7.308)"
"Magnetometer (gauss): (-0.138,-0.259,-0.336)"
"Gyroscope (degrees/sec): (-128.879,-41.326,273.105)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.148,3.850,-8.238)"
"Magnetometer (gauss): (-0.138,-0.259,-0.336)"
"Gyroscope (degrees/sec): (-24.273,-3.973,24.010)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.188,3.809,-8.267)"
"Magnetometer (gauss): (-0.138,-0.259,-0.336)"
"Gyroscope (degrees/sec): (-9.258,1.208,5.014)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.177,3.775,-8.337)"
"Magnetometer (gauss): (-0.138,-0.259,-0.336)"
"Gyroscope (degrees/sec): (-8.321,1.584,2.476)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.192,3.776,-8.385)"
"Magnetometer (gauss): (-0.143,-0.251,-0.341)"
"Gyroscope (degrees/sec): (-7.901,1.488,2.284)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.173,3.727,-8.444)"
"Magnetometer (gauss): (-0.143,-0.251,-0.341)"
"Gyroscope (degrees/sec): (-8.286,1.365,2.625)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.200,3.704,-8.492)"
"Magnetometer (gauss): (-0.143,-0.251,-0.341)"
"Gyroscope (degrees/sec): (-8.295,1.216,2.695)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.227,3.693,-8.509)"
"Magnetometer (gauss): (-0.143,-0.251,-0.341)"
"Gyroscope (degrees/sec): (-8.348,1.479,2.721)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.232,3.641,-8.635)"
"Magnetometer (gauss): (-0.143,-0.251,-0.341)"
"Gyroscope (degrees/sec): (-8.925,1.733,2.538)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.220,3.625,-8.596)"
"Magnetometer (gauss): (-0.143,-0.251,-0.341)"
"Gyroscope (degrees/sec): (-9.065,1.566,2.450)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.235,3.568,-8.664)"
"Magnetometer (gauss): (-0.143,-0.251,-0.341)"
"Gyroscope (degrees/sec): (-9.879,2.161,2.056)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.251,3.537,-8.673)"
"Magnetometer (gauss): (-0.136,-0.252,-0.342)"
"Gyroscope (degrees/sec): (-9.975,1.846,-0.910)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.272,3.496,-8.672)"
"Magnetometer (gauss): (-0.136,-0.252,-0.342)"
"Gyroscope (degrees/sec): (-10.623,2.065,0.936)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.285,3.471,-8.754)"
"Magnetometer (gauss): (-0.136,-0.252,-0.342)"
"Gyroscope (degrees/sec): (-11.611,2.511,1.155)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.316,3.458,-8.664)"
"Magnetometer (gauss): (-0.136,-0.252,-0.342)"
"Gyroscope (degrees/sec): (-12.338,2.616,0.849)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.323,3.444,-8.695)"
"Magnetometer (gauss): (-0.136,-0.252,-0.342)"
"Gyroscope (degrees/sec): (-12.653,2.905,0.473)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.261,3.421,-8.604)"
"Magnetometer (gauss): (-0.136,-0.252,-0.342)"
"Gyroscope (degrees/sec): (-12.801,3.071,-0.044)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.117,3.383,-8.552)"
"Magnetometer (gauss): (-0.136,-0.252,-0.342)"
"Gyroscope (degrees/sec): (-12.810,3.159,-0.254)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.154,3.397,-8.570)"
"Magnetometer (gauss): (-0.148,-0.254,-0.342)"
"Gyroscope (degrees/sec): (-12.583,2.494,-0.569)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.118,3.379,-8.538)"
"Magnetometer (gauss): (-0.148,-0.254,-0.342)"
"Gyroscope (degrees/sec): (-12.504,1.951,-1.033)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.136,3.367,-8.479)"
"Magnetometer (gauss): (-0.148,-0.254,-0.342)"
"Gyroscope (degrees/sec): (-11.734,1.846,-1.278)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.130,3.398,-8.459)"
"Magnetometer (gauss): (-0.148,-0.254,-0.342)"
"Gyroscope (degrees/sec): (-11.086,1.689,-1.365)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.144,3.405,-8.482)"
"Magnetometer (gauss): (-0.148,-0.254,-0.342)"
"Gyroscope (degrees/sec): (-10.334,2.065,-1.181)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.148,3.404,-8.528)"
"Magnetometer (gauss): (-0.148,-0.254,-0.342)"
"Gyroscope (degrees/sec): (-9.791,2.415,-1.260)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.179,3.423,-8.479)"
"Magnetometer (gauss): (-0.148,-0.254,-0.342)"
"Gyroscope (degrees/sec): (-8.995,2.739,-1.111)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.138,3.425,-8.554)"
"Magnetometer (gauss): (-0.148,-0.246,-0.342)"
"Gyroscope (degrees/sec): (-8.523,3.036,-1.094)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.151,3.434,-8.554)"
"Magnetometer (gauss): (-0.148,-0.246,-0.342)"
"Gyroscope (degrees/sec): (-7.499,3.491,-0.971)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.102,3.420,-8.562)"
"Magnetometer (gauss): (-0.148,-0.246,-0.342)"
"Gyroscope (degrees/sec): (-6.790,3.474,-0.919)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.054,3.422,-8.559)"
"Magnetometer (gauss): (-0.148,-0.246,-0.342)"
"Gyroscope (degrees/sec): (-6.230,4.226,-0.438)"
Temperature: 25.500C
"Acceleration (m/s^2): (3.035,3.409,-8.603)"
"Magnetometer (gauss): (-0.148,-0.246,-0.342)"
"Gyroscope (degrees/sec): (-5.364,4.358,-0.088)"
Temperature: 25.500C
"Acceleration (m/s^2): (2.982,3.382,-8.536)"
"Magnetometer (gauss): (-0.148,-0.246,-0.342)"
