"Acceleration (m/s^2): (-0.895,-7.884,-5.862)"
"Magnetometer (gauss): (-0.214,0.107,-0.665)"
"Gyroscope (degrees/sec): (14.578,-68.198,286.405)"
Temperature: 24.500C
"Acceleration (m/s^2): (-2.157,-7.641,-7.287)"
"Magnetometer (gauss): (-0.214,0.107,-0.665)"
"Gyroscope (degrees/sec): (165.830,62.781,251.466)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.409,-7.987,-4.893)"
"Magnetometer (gauss): (-0.214,0.107,-0.665)"
"Gyroscope (degrees/sec): (242.988,90.773,-283.798)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.395,-8.676,0.766)"
"Magnetometer (gauss): (-0.214,0.107,-0.665)"
"Gyroscope (degrees/sec): (-137.226,-50.146,272.326)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.476,-8.035,-5.090)"
"Magnetometer (gauss): (-0.214,0.107,-0.665)"
"Gyroscope (degrees/sec): (-17.273,-11.961,9.958)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.549,-8.095,-5.075)"
"Magnetometer (gauss): (-0.214,0.107,-0.665)"
"Gyroscope (degrees/sec): (-0.026,-5.653,-11.760)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.524,-8.141,-5.078)"
"Magnetometer (gauss): (-0.214,0.107,-0.665)"
"Gyroscope (degrees/sec): (1.216,-4.235,-15.120)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.568,-8.268,-5.062)"
"Magnetometer (gauss): (-0.224,0.110,-0.647)"
"Gyroscope (degrees/sec): (1.829,-2.721,-15.995)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.662,-8.320,-5.018)"
"Magnetometer (gauss): (-0.224,0.110,-0.647)"
"Gyroscope (degrees/sec): (2.599,-1.558,-16.476)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.803,-8.436,-5.073)"
"Magnetometer (gauss): (-0.224,0.110,-0.647)"
"Gyroscope (degrees/sec): (2.958,-0.805,-16.721)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.841,-8.439,-5.140)"
"Magnetometer (gauss): (-0.224,0.110,-0.647)"
"Gyroscope (degrees/sec): (3.141,0.376,-16.643)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.916,-8.460,-5.117)"
"Magnetometer (gauss): (-0.224,0.110,-0.647)"
"Gyroscope (degrees/sec): (3.246,1.313,-16.039)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.936,-8.488,-5.175)"
"Magnetometer (gauss): (-0.224,0.110,-0.647)"
"Gyroscope (degrees/sec): (2.590,2.345,-15.286)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.967,-8.474,-5.197)"
"Magnetometer (gauss): (-0.224,0.110,-0.612)"
"Gyroscope (degrees/sec): (2.336,3.351,-14.578)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.967,-8.472,-5.230)"
"Magnetometer (gauss): (-0.224,0.112,-0.641)"
"Gyroscope (degrees/sec): (3.133,2.861,-15.050)"
Temperature: 24.500C
"Acceleration (m/s^2): (-1.064,-8.489,-5.300)"
"Magnetometer (gauss): (-0.224,0.112,-0.641)"
"Gyroscope (degrees/sec): (0.980,4.918,-12.626)"
Temperature: 24.500C
"Acceleration (m/s^2): (-1.082,-8.483,-5.274)"
"Magnetometer (gauss): (-0.224,0.112,-0.641)"
"Gyroscope (degrees/sec): (-2.013,5.740,-11.078)"
Temperature: 24.500C
"Acceleration (m/s^2): (-1.115,-8.504,-5.335)"
"Magnetometer (gauss): (-0.224,0.112,-0.641)"
"Gyroscope (degrees/sec): (-0.998,6.178,-9.616)"
Temperature: 25.500C
"Acceleration (m/s^2): (-1.020,-8.498,-5.289)"
"Magnetometer (gauss): (-0.224,0.112,-0.641)"
"Gyroscope (degrees/sec): (-1.671,6.633,-8.111)"
Temperature: 25.500C
"Acceleration (m/s^2): (-1.071,-8.529,-4.896)"
"Magnetometer (gauss): (-0.224,0.112,-0.641)"
"Gyroscope (degrees/sec): (-2.240,6.108,-6.895)"
Temperature: 25.500C
"Acceleration (m/s^2): (-1.091,-8.625,-5.283)"
"Magnetometer (gauss): (-0.224,0.118,-0.654)"
"Gyroscope (degrees/sec): (-2.126,6.921,-5.381)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.963,-8.580,-5.321)"
"Magnetometer (gauss): (-0.231,0.118,-0.654)"
"Gyroscope (degrees/sec): (-2.231,5.434,-4.244)"
Temperature: 25.500C
"Acceleration (m/s^2): (-1.118,-8.540,-4.990)"
"Magnetometer (gauss): (-0.231,0.118,-0.654)"
"Gyroscope (degrees/sec): (-2.039,6.808,-3.150)"
Temperature: 25.500C
"Acceleration (m/s^2): (-1.287,-8.640,-4.973)"
"Magnetometer (gauss): (-0.231,0.118,-0.654)"
"Gyroscope (degrees/sec): (1.881,5.626,-3.194)"
Temperature: 25.500C
"Acceleration (m/s^2): (-1.104,-8.582,-5.300)"
"Magnetometer (gauss): (-0.231,0.118,-0.654)"
"Gyroscope (degrees/sec): (3.491,6.248,-4.629)"
Temperature: 25.500C
"Acceleration (m/s^2): (-1.654,-7.631,-5.786)"
"Magnetometer (gauss): (-0.231,0.118,-0.654)"
"Gyroscope (degrees/sec): (6.073,2.529,-7.674)"
Temperature: 25.500C
"Acceleration (m/s^2): (-1.717,-7.030,-5.760)"
"Magnetometer (gauss): (-0.231,0.118,-0.654)"
"Gyroscope (degrees/sec): (6.178,3.325,-9.931)"
Temperature: 24.500C
"Acceleration (m/s^2): (-1.665,-6.787,-6.164)"
"Magnetometer (gauss): (-0.232,0.113,-0.653)"
"Gyroscope (degrees/sec): (4.603,-5.486,-10.719)"
Temperature: 24.500C
"Acceleration (m/s^2): (-1.486,-6.848,-6.691)"
"Magnetometer (gauss): (-0.232,0.113,-0.653)"
"Gyroscope (degrees/sec): (4.095,1.759,-10.981)"
Temperature: 24.500C
"Acceleration (m/s^2): (-1.231,-6.279,-5.675)"
"Magnetometer (gauss): (-0.232,0.113,-0.653)"
"Gyroscope (degrees/sec): (1.978,-0.131,-11.996)"
Temperature: 24.500C
"Acceleration (m/s^2): (-1.521,-6.430,-6.680)"
"Magnetometer (gauss): (-0.232,0.113,-0.653)"
"Gyroscope (degrees/sec): (-0.910,2.756,-14.866)"
Temperature: 24.500C
"Acceleration (m/s^2): (-1.962,-6.366,-6.286)"
"Magnetometer (gauss): (-0.232,0.113,-0.653)"
"Gyroscope (degrees/sec): (-5.110,1.741,-18.139)"
Temperature: 24.500C
"Acceleration (m/s^2): (-2.757,-6.332,-6.391)"
"Magnetometer (gauss): (-0.232,0.113,-0.653)"
"Gyroscope (degrees/sec): (-9.179,-0.849,-21.989)"
Temperature: 24.500C
"Acceleration (m/s^2): (-2.709,-6.782,-6.726)"
"Magnetometer (gauss): (-0.232,0.113,-0.653)"
"Gyroscope (degrees/sec): (-13.650,-3.649,-27.230)"
Temperature: 24.500C
"Acceleration (m/s^2): (-2.933,-6.930,-6.129)"
"Magnetometer (gauss): (-0.233,0.109,-0.650)"
"Gyroscope (degrees/sec): (-17.605,-6.965,-29.374)"
Temperature: 24.500C
