"Acceleration (m/s^2): (1.767,-0.966,-2.605)"
"Magnetometer (gauss): (1.029,-0.079,0.410)"
"Gyroscope (degrees/sec): (-236.661,1.435,-90.256)"
Temperature: 23.500C
"Acceleration (m/s^2): (0.211,-0.534,-5.746)"
"Magnetometer (gauss): (1.029,-0.079,0.410)"
"Gyroscope (degrees/sec): (-195.703,-58.013,214.664)"
Temperature: 23.500C
"Acceleration (m/s^2): (-1.100,-0.130,-10.328)"
"Magnetometer (gauss): (1.029,-0.079,0.410)"
"Gyroscope (degrees/sec): (41.248,-65.336,286.676)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.808,-0.172,-8.619)"
"Magnetometer (gauss): (1.029,-0.079,0.410)"
"Gyroscope (degrees/sec): (-26.180,-6.790,-10.763)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.898,-0.222,-9.671)"
"Magnetometer (gauss): (1.029,-0.079,0.410)"
"Gyroscope (degrees/sec): (-1.033,2.065,-2.284)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.913,-0.228,-9.729)"
"Magnetometer (gauss): (1.029,-0.079,0.410)"
"Gyroscope (degrees/sec): (2.905,3.229,-1.558)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.980,-0.230,-9.788)"
"Magnetometer (gauss): (1.029,-0.080,0.424)"
"Gyroscope (degrees/sec): (3.045,3.264,-1.164)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.954,-0.227,-9.775)"
"Magnetometer (gauss): (1.029,-0.080,0.424)"
"Gyroscope (degrees/sec): (3.220,3.203,-0.858)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.950,-0.196,-9.779)"
"Magnetometer (gauss): (1.029,-0.080,0.424)"
"Gyroscope (degrees/sec): (3.509,2.949,-0.394)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.972,-0.195,-9.857)"
"Magnetometer (gauss): (1.029,-0.080,0.424)"
"Gyroscope (degrees/sec): (3.491,2.783,-0.131)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.961,-0.188,-9.886)"
"Magnetometer (gauss): (1.029,-0.080,0.424)"
"Gyroscope (degrees/sec): (3.386,2.538,0.263)"
Temperature: 24.500C
"Acceleration (m/s^2): (-1.006,-0.199,-9.857)"
"Magnetometer (gauss): (1.029,-0.080,0.424)"
"Gyroscope (degrees/sec): (2.966,2.398,0.525)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.966,-0.169,-9.947)"
"Magnetometer (gauss): (1.029,-0.080,0.424)"
"Gyroscope (degrees/sec): (2.608,1.934,0.621)"
Temperature: 24.500C
"Acceleration (m/s^2): (-1.025,-0.156,-10.010)"
"Magnetometer (gauss): (1.020,-0.081,0.407)"
