"Acceleration (m/s^2): (-2.142,1.388,-13.818)"
"Magnetometer (gauss): (0.989,-0.115,0.411)"
"Gyroscope (degrees/sec): (195.633,-13.904,218.190)"
Temperature: 25.500C
"Acceleration (m/s^2): (-2.794,1.693,-16.672)"
"Magnetometer (gauss): (0.989,-0.115,0.411)"
"Gyroscope (degrees/sec): (44.923,26.049,54.136)"
Temperature: 25.500C
"Acceleration (m/s^2): (0.157,1.369,-13.746)"
"Magnetometer (gauss): (0.989,-0.115,0.411)"
"Gyroscope (degrees/sec): (176.356,65.748,-169.418)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.441,0.842,-8.699)"
"Magnetometer (gauss): (0.989,-0.115,0.411)"
"Gyroscope (degrees/sec): (-101.491,-15.173,172.270)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.478,0.961,-9.718)"
"Magnetometer (gauss): (0.989,-0.115,0.411)"
"Gyroscope (degrees/sec): (-8.146,0.753,19.504)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.425,0.970,-9.722)"
"Magnetometer (gauss): (0.989,-0.115,0.411)"
"Gyroscope (degrees/sec): (-2.249,3.194,-1.601)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.428,0.972,-9.656)"
"Magnetometer (gauss): (0.989,-0.115,0.417)"
"Gyroscope (degrees/sec): (-1.050,3.264,-3.194)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.405,0.945,-9.682)"
"Magnetometer (gauss): (0.982,-0.116,0.417)"
"Gyroscope (degrees/sec): (-0.884,3.763,-3.106)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.395,0.964,-9.800)"
"Magnetometer (gauss): (0.982,-0.116,0.417)"
"Gyroscope (degrees/sec): (-0.534,3.736,-3.036)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.409,0.951,-9.632)"
"Magnetometer (gauss): (0.982,-0.116,0.417)"
"Gyroscope (degrees/sec): (-0.315,3.938,-3.080)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.430,0.946,-9.585)"
"Magnetometer (gauss): (0.982,-0.116,0.417)"
"Gyroscope (degrees/sec): (-0.053,3.885,-3.089)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.456,0.913,-9.650)"
"Magnetometer (gauss): (0.982,-0.116,0.417)"
"Gyroscope (degrees/sec): (0.753,3.736,-2.774)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.494,0.912,-9.674)"
"Magnetometer (gauss): (0.982,-0.116,0.417)"
"Gyroscope (degrees/sec): (1.041,3.666,-3.010)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.470,0.933,-9.695)"
"Magnetometer (gauss): (0.989,-0.110,0.406)"
"Gyroscope (degrees/sec): (1.453,3.281,-2.774)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.510,0.955,-9.733)"
"Magnetometer (gauss): (0.989,-0.110,0.406)"
"Gyroscope (degrees/sec): (2.231,2.835,-2.914)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.542,0.930,-9.754)"
"Magnetometer (gauss): (0.989,-0.110,0.406)"
"Gyroscope (degrees/sec): (2.879,2.161,-2.756)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.561,0.952,-9.768)"
"Magnetometer (gauss): (0.989,-0.110,0.406)"
"Gyroscope (degrees/sec): (2.896,2.065,-2.608)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.546,0.976,-9.800)"
"Magnetometer (gauss): (0.989,-0.110,0.406)"
"Gyroscope (degrees/sec): (3.054,1.733,-2.459)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.548,0.973,-9.809)"
"Magnetometer (gauss): (0.989,-0.110,0.406)"
"Gyroscope (degrees/sec): (3.203,1.041,-2.424)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.569,1.004,-9.835)"
"Magnetometer (gauss): (0.991,-0.132,0.399)"
"Gyroscope (degrees/sec): (3.264,0.210,-2.240)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.589,1.037,-9.826)"
"Magnetometer (gauss): (0.991,-0.132,0.399)"
"Gyroscope (degrees/sec): (3.246,-0.455,-1.776)"
Temperature: 25.500C
"Acceleration (m/s^2): (-0.552,1.030,-9.786)"
