"Acceleration (m/s^2): (-0.691,1.217,-10.953)"
"Magnetometer (gauss): (1.054,-0.119,0.395)"
"Gyroscope (degrees/sec): (87.010,-54.084,282.441)"
Temperature: 23.500C
"Acceleration (m/s^2): (-1.270,1.457,-12.932)"
"Magnetometer (gauss): (1.054,-0.119,0.395)"
"Gyroscope (degrees/sec): (-113.120,-28.796,233.223)"
Temperature: 23.500C
"Acceleration (m/s^2): (-2.673,1.940,-16.898)"
"Magnetometer (gauss): (1.054,-0.119,0.395)"
"Gyroscope (degrees/sec): (243.023,89.224,38.465)"
Temperature: 23.500C
"Acceleration (m/s^2): (-0.179,1.010,-8.647)"
"Magnetometer (gauss): (1.054,-0.119,0.395)"
"Gyroscope (degrees/sec): (-133.963,-23.651,172.629)"
Temperature: 23.500C
"Acceleration (m/s^2): (-0.144,1.131,-9.735)"
"Magnetometer (gauss): (1.054,-0.119,0.395)"
"Gyroscope (degrees/sec): (-5.714,-3.623,21.595)"
Temperature: 23.500C
"Acceleration (m/s^2): (-0.151,1.110,-9.714)"
"Magnetometer (gauss): (1.054,-0.119,0.395)"
"Gyroscope (degrees/sec): (1.803,-1.164,0.053)"
Temperature: 23.500C
"Acceleration (m/s^2): (-0.106,1.104,-9.650)"
"Magnetometer (gauss): (1.054,-0.119,0.390)"
"Gyroscope (degrees/sec): (2.415,-0.945,-1.881)"
Temperature: 23.500C
"Acceleration (m/s^2): (-0.068,1.067,-9.612)"
"Magnetometer (gauss): (1.059,-0.125,0.390)"
"Gyroscope (degrees/sec): (2.161,-1.050,-2.328)"
Temperature: 23.500C
"Acceleration (m/s^2): (-0.062,1.037,-9.572)"
"Magnetometer (gauss): (1.059,-0.125,0.390)"
"Gyroscope (degrees/sec): (1.838,-0.691,-2.485)"
Temperature: 23.500C
"Acceleration (m/s^2): (-0.081,1.005,-9.579)"
"Magnetometer (gauss): (1.059,-0.125,0.390)"
"Gyroscope (degrees/sec): (1.776,-0.333,-2.573)"
Temperature: 23.500C
"Acceleration (m/s^2): (-0.069,0.977,-9.572)"
"Magnetometer (gauss): (1.059,-0.125,0.390)"
"Gyroscope (degrees/sec): (1.759,0.158,-2.389)"
Temperature: 23.500C
"Acceleration (m/s^2): (-0.184,0.968,-9.560)"
"Magnetometer (gauss): (1.059,-0.125,0.390)"
"Gyroscope (degrees/sec): (1.549,0.578,-2.660)"
Temperature: 23.500C
"Acceleration (m/s^2): (-0.171,0.992,-9.611)"
"Magnetometer (gauss): (1.059,-0.125,0.390)"
"Gyroscope (degrees/sec): (1.715,0.586,-2.713)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.206,1.003,-9.583)"
"Magnetometer (gauss): (1.046,-0.138,0.383)"
"Gyroscope (degrees/sec): (1.698,0.499,-2.686)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.215,0.993,-9.626)"
"Magnetometer (gauss): (1.046,-0.138,0.383)"
"Gyroscope (degrees/sec): (1.680,0.656,-2.625)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.222,0.960,-9.667)"
"Magnetometer (gauss): (1.046,-0.138,0.383)"
"Gyroscope (degrees/sec): (1.698,0.945,-2.643)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.281,0.981,-9.729)"
"Magnetometer (gauss): (1.046,-0.138,0.383)"
"Gyroscope (degrees/sec): (1.925,1.076,-2.774)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.286,0.987,-9.790)"
"Magnetometer (gauss): (1.046,-0.138,0.383)"
"Gyroscope (degrees/sec): (1.873,0.726,-2.940)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.291,1.006,-9.873)"
"Magnetometer (gauss): (1.046,-0.138,0.383)"
"Gyroscope (degrees/sec): (1.575,0.455,-2.914)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.334,1.020,-9.924)"
"Magnetometer (gauss): (1.046,-0.138,0.383)"
"Gyroscope (degrees/sec): (1.339,0.201,-2.809)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.325,1.042,-9.946)"
"Magnetometer (gauss): (1.062,-0.126,0.403)"
"Gyroscope (degrees/sec): (0.945,-0.481,-2.748)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.316,1.019,-9.921)"
"Magnetometer (gauss): (1.062,-0.126,0.403)"
"Gyroscope (degrees/sec): (0.525,-0.665,-2.791)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.313,1.029,-9.888)"
"Magnetometer (gauss): (1.062,-0.126,0.403)"
"Gyroscope (degrees/sec): (0.175,-0.595,-2.949)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.235,1.042,-9.848)"
"Magnetometer (gauss): (1.062,-0.126,0.403)"
"Gyroscope (degrees/sec): (-0.061,-0.928,-2.984)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.206,1.005,-9.811)"
"Magnetometer (gauss): (1.062,-0.126,0.403)"
"Gyroscope (degrees/sec): (-0.228,-1.523,-3.185)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.240,0.969,-9.787)"
"Magnetometer (gauss): (1.062,-0.126,0.403)"
"Gyroscope (degrees/sec): (-0.630,-1.540,-3.308)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.236,0.947,-9.726)"
"Magnetometer (gauss): (1.054,-0.123,0.394)"
"Gyroscope (degrees/sec): (-0.639,-1.811,-3.290)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.224,0.918,-9.675)"
"Magnetometer (gauss): (1.054,-0.123,0.394)"
"Gyroscope (degrees/sec): (-0.385,-1.671,-3.203)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.197,0.938,-9.638)"
"Magnetometer (gauss): (1.054,-0.123,0.394)"
"Gyroscope (degrees/sec): (-0.280,-1.304,-3.071)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.236,0.934,-9.565)"
"Magnetometer (gauss): (1.054,-0.123,0.394)"
"Gyroscope (degrees/sec): (0.420,-1.208,-2.660)"
Temperature: 24.500C
"Acceleration (m/s^2): (-0.234,0.930,-9.554)"
"Magnetometer (gauss): (1.054,-0.123,0.394)"
"Gyroscope (degrees/sec): (1.050,-1.243,-2.424)"
