Acceleration (m/s^2): (-0.977,0.595,-10.105)
Magnetometer (gauss): (1.021,-0.095,0.348)
Gyroscope (degrees/sec): (84.840,76.685,-234.666)
Temperature: 23.500C
Acceleration (m/s^2): (1.508,-0.243,-2.643)
Magnetometer (gauss): (1.021,-0.095,0.348)
Gyroscope (degrees/sec): (-24.159,-1.426,-89.451)
Temperature: 23.500C
Acceleration (m/s^2): (0.434,0.096,-5.072)
Magnetometer (gauss): (1.021,-0.095,0.348)
Gyroscope (degrees/sec): (-180.364,-44.345,138.285)
Temperature: 23.500C
Acceleration (m/s^2): (-2.517,0.998,-13.596)
Magnetometer (gauss): (1.021,-0.095,0.348)
Gyroscope (degrees/sec): (71.068,27.711,-119.324)
Temperature: 24.500C
Acceleration (m/s^2): (-0.855,0.553,-9.765)
Magnetometer (gauss): (1.021,-0.095,0.348)
Gyroscope (degrees/sec): (23.021,6.309,-11.034)
Temperature: 24.500C
Acceleration (m/s^2): (-0.878,0.558,-9.681)
Magnetometer (gauss): (1.021,-0.095,0.348)
Gyroscope (degrees/sec): (3.771,2.669,3.036)
Temperature: 24.500C
Acceleration (m/s^2): (-0.845,0.572,-9.727)
Magnetometer (gauss): (1.021,-0.095,0.348)
Gyroscope (degrees/sec): (2.520,1.943,4.743)
Temperature: 24.500C
Acceleration (m/s^2): (-0.623,0.552,-9.726)
Magnetometer (gauss): (1.022,-0.091,0.353)
Gyroscope (degrees/sec): (2.284,1.645,4.471)
Temperature: 24.500C
Acceleration (m/s^2): (-0.730,0.555,-9.720)
Magnetometer (gauss): (1.022,-0.091,0.353)
Gyroscope (degrees/sec): (2.546,1.260,4.130)
Temperature: 24.500C
Acceleration (m/s^2): (-0.742,0.552,-9.697)
Magnetometer (gauss): (1.022,-0.091,0.353)
Gyroscope (degrees/sec): (2.118,0.901,4.060)
Temperature: 24.500C
Acceleration (m/s^2): (-0.654,0.562,-9.694)
Magnetometer (gauss): (1.022,-0.091,0.353)
Gyroscope (degrees/sec): (2.275,0.376,3.561)
Temperature: 24.500C
Acceleration (m/s^2): (-0.667,0.578,-9.804)
Magnetometer (gauss): (1.022,-0.091,0.353)
Gyroscope (degrees/sec): (2.223,0.569,3.176)
Temperature: 24.500C
Acceleration (m/s^2): (-0.667,0.590,-9.796)
Magnetometer (gauss): (1.022,-0.091,0.353)
Gyroscope (degrees/sec): (2.249,0.831,2.879)
Temperature: 24.500C
Acceleration (m/s^2): (-0.691,0.590,-9.876)
Magnetometer (gauss): (1.022,-0.091,0.353)
Gyroscope (degrees/sec): (2.065,1.041,2.214)
Temperature: 24.500C
