Acceleration (m/s^2): (-1.557,0.419,-10.782)
Magnetometer (gauss): (0.974,-0.090,0.338)
Gyroscope (degrees/sec): (195.309,73.054,-215.810)
Temperature: 24.500C
Acceleration (m/s^2): (-1.262,0.233,-9.376)
Magnetometer (gauss): (0.974,-0.090,0.338)
Gyroscope (degrees/sec): (35.604,20.256,-282.826)
Temperature: 24.500C
Acceleration (m/s^2): (0.549,-0.370,-3.482)
Magnetometer (gauss): (0.974,-0.090,0.338)
Gyroscope (degrees/sec): (-101.404,-26.101,59.456)
Temperature: 24.500C
Acceleration (m/s^2): (-2.446,0.583,-12.407)
Magnetometer (gauss): (0.974,-0.090,0.338)
Gyroscope (degrees/sec): (63.963,22.295,-69.081)
Temperature: 24.500C
Acceleration (m/s^2): (-1.590,0.299,-9.803)
Magnetometer (gauss): (0.974,-0.090,0.338)
Gyroscope (degrees/sec): (11.410,0.088,-11.191)
Temperature: 24.500C
Acceleration (m/s^2): (-1.577,0.304,-9.808)
Magnetometer (gauss): (0.974,-0.090,0.338)
Gyroscope (degrees/sec): (4.725,-3.063,-3.474)
Temperature: 24.500C
Acceleration (m/s^2): (-1.630,0.293,-9.815)
Magnetometer (gauss): (0.974,-0.090,0.338)
Gyroscope (degrees/sec): (4.113,-3.903,-2.573)
Temperature: 24.500C
Acceleration (m/s^2): (-1.669,0.279,-9.852)
Magnetometer (gauss): (0.978,-0.086,0.359)
Gyroscope (degrees/sec): (4.183,-4.428,-2.485)
Temperature: 24.500C
Acceleration (m/s^2): (-1.697,0.267,-9.909)
Magnetometer (gauss): (0.978,-0.086,0.359)
Gyroscope (degrees/sec): (4.261,-4.699,-2.511)
Temperature: 24.500C
Acceleration (m/s^2): (-1.667,0.318,-9.982)
Magnetometer (gauss): (0.978,-0.086,0.359)
Gyroscope (degrees/sec): (4.261,-5.023,-2.424)
Temperature: 24.500C
Acceleration (m/s^2): (-1.700,0.315,-9.977)
Magnetometer (gauss): (0.978,-0.086,0.359)
Gyroscope (degrees/sec): (3.894,-5.478,-2.301)
Temperature: 24.500C
Acceleration (m/s^2): (-1.707,0.333,-9.995)
Magnetometer (gauss): (0.978,-0.086,0.359)
Gyroscope (degrees/sec): (3.631,-5.836,-2.170)
Temperature: 24.500C
Acceleration (m/s^2): (-1.714,0.327,-10.037)
Magnetometer (gauss): (0.978,-0.086,0.359)
Gyroscope (degrees/sec): (3.290,-6.606,-1.978)
Temperature: 24.500C
Acceleration (m/s^2): (-1.619,0.318,-10.064)
Magnetometer (gauss): (0.978,-0.086,0.359)
Gyroscope (degrees/sec): (2.135,-6.991,-1.540)
Temperature: 24.500C
Acceleration (m/s^2): (-1.695,0.343,-10.054)
Magnetometer (gauss): (0.982,-0.088,0.360)
Gyroscope (degrees/sec): (1.295,-7.446,-1.409)
