Acceleration (m/s^2): (0.075,0.124,-5.682)
Magnetometer (gauss): (0.968,-0.091,0.346)
Gyroscope (degrees/sec): (-183.925,40.688,-228.830)
Temperature: 24.500C
Acceleration (m/s^2): (-1.726,0.625,-9.935)
Magnetometer (gauss): (0.968,-0.091,0.346)
Gyroscope (degrees/sec): (-224.866,-67.253,283.483)
Temperature: 24.500C
Acceleration (m/s^2): (-3.400,0.782,-10.988)
Magnetometer (gauss): (0.968,-0.091,0.346)
Gyroscope (degrees/sec): (123.226,49.324,281.925)
Temperature: 24.500C
Acceleration (m/s^2): (-1.559,0.655,-10.529)
Magnetometer (gauss): (0.968,-0.091,0.346)
Gyroscope (degrees/sec): (92.645,34.396,-157.693)
Temperature: 24.500C
Acceleration (m/s^2): (-1.479,0.518,-9.616)
Magnetometer (gauss): (0.968,-0.091,0.346)
Gyroscope (degrees/sec): (29.619,7.674,-48.318)
Temperature: 24.500C
Acceleration (m/s^2): (-1.446,0.541,-9.555)
Magnetometer (gauss): (0.968,-0.091,0.346)
Gyroscope (degrees/sec): (4.121,-1.654,-7.350)
Temperature: 24.500C
Acceleration (m/s^2): (-1.482,0.516,-9.616)
Magnetometer (gauss): (0.968,-0.091,0.346)
Gyroscope (degrees/sec): (2.844,-1.628,-2.135)
Temperature: 24.500C
Acceleration (m/s^2): (-1.518,0.509,-9.567)
Magnetometer (gauss): (0.975,-0.103,0.355)
Gyroscope (degrees/sec): (2.774,-1.173,-1.733)
Temperature: 24.500C
Acceleration (m/s^2): (-1.537,0.499,-9.614)
Magnetometer (gauss): (0.975,-0.103,0.355)
Gyroscope (degrees/sec): (2.135,-1.129,-1.776)
Temperature: 24.500C
Acceleration (m/s^2): (-1.580,0.540,-9.696)
Magnetometer (gauss): (0.975,-0.103,0.355)
Gyroscope (degrees/sec): (2.179,-0.648,-2.214)
Temperature: 24.500C
Acceleration (m/s^2): (-1.595,0.510,-9.744)
Magnetometer (gauss): (0.975,-0.103,0.355)
Gyroscope (degrees/sec): (2.258,-0.788,-2.275)
Temperature: 24.500C
Acceleration (m/s^2): (-1.624,0.492,-9.801)
Magnetometer (gauss): (0.975,-0.103,0.355)
Gyroscope (degrees/sec): (2.126,-0.998,-2.293)
Temperature: 24.500C
Acceleration (m/s^2): (-1.582,0.516,-9.773)
Magnetometer (gauss): (0.975,-0.103,0.355)
Gyroscope (degrees/sec): (2.170,-0.438,-2.240)
Temperature: 24.500C
Acceleration (m/s^2): (-1.658,0.509,-9.751)
Magnetometer (gauss): (0.975,-0.103,0.355)
Gyroscope (degrees/sec): (2.301,-0.989,-2.511)
Temperature: 24.500C
Acceleration (m/s^2): (-1.706,0.504,-9.814)
Magnetometer (gauss): (0.975,-0.103,0.345)
Gyroscope (degrees/sec): (1.838,-1.181,-2.643)
Temperature: 24.500C
Acceleration (m/s^2): (-1.702,0.517,-9.870)
Magnetometer (gauss): (0.969,-0.094,0.345)
Gyroscope (degrees/sec): (1.925,-1.820,-2.800)
Temperature: 24.500C
Acceleration (m/s^2): (-1.747,0.527,-9.885)
Magnetometer (gauss): (0.969,-0.094,0.345)
Gyroscope (degrees/sec): (1.969,-2.520,-2.660)
Temperature: 24.500C
Acceleration (m/s^2): (-1.738,0.525,-9.838)
Magnetometer (gauss): (0.969,-0.094,0.345)
Gyroscope (degrees/sec): (1.855,-2.888,-2.826)
Temperature: 24.500C
Acceleration (m/s^2): (-1.688,0.521,-9.924)
Magnetometer (gauss): (0.969,-0.094,0.345)
Gyroscope (degrees/sec): (1.216,-3.693,-2.870)
Temperature: 24.500C
Acceleration (m/s^2): (-1.685,0.505,-9.901)
Magnetometer (gauss): (0.969,-0.094,0.345)
Gyroscope (degrees/sec): (0.858,-4.349,-2.844)
Temperature: 24.500C
Acceleration (m/s^2): (-1.637,0.508,-9.855)
Magnetometer (gauss): (0.969,-0.094,0.345)
Gyroscope (degrees/sec): (0.429,-4.463,-2.371)
Temperature: 24.500C
Acceleration (m/s^2): (-1.574,0.520,-9.848)
Magnetometer (gauss): (0.969,-0.094,0.345)
Gyroscope (degrees/sec): (-0.271,-4.603,-2.293)
Temperature: 24.500C
Acceleration (m/s^2): (-1.572,0.538,-9.750)
Magnetometer (gauss): (0.970,-0.100,0.360)
Gyroscope (degrees/sec): (-1.050,-4.454,-2.126)
Temperature: 24.500C
Acceleration (m/s^2): (-1.563,0.511,-9.679)
Magnetometer (gauss): (0.970,-0.100,0.360)
Gyroscope (degrees/sec): (-1.733,-4.419,-2.310)
Temperature: 24.500C
Acceleration (m/s^2): (-1.511,0.504,-9.699)
Magnetometer (gauss): (0.970,-0.100,0.360)
Gyroscope (degrees/sec): (-1.785,-4.016,-2.039)
Temperature: 24.500C
Acceleration (m/s^2): (-1.458,0.508,-9.645)
Magnetometer (gauss): (0.970,-0.100,0.360)
Gyroscope (degrees/sec): (-1.969,-4.113,-2.266)
Temperature: 24.500C
Acceleration (m/s^2): (-1.480,0.488,-9.595)
Magnetometer (gauss): (0.970,-0.100,0.360)
Gyroscope (degrees/sec): (-1.890,-3.946,-2.284)
Temperature: 24.500C
Acceleration (m/s^2): (-1.504,0.444,-9.617)
Magnetometer (gauss): (0.970,-0.100,0.360)
Gyroscope (degrees/sec): (-1.593,-3.518,-2.398)
Temperature: 24.500C
Acceleration (m/s^2): (-1.482,0.427,-9.523)
Magnetometer (gauss): (0.970,-0.100,0.360)
Gyroscope (degrees/sec): (-1.138,-3.360,-2.599)
Temperature: 24.500C
Acceleration (m/s^2): (-1.502,0.410,-9.552)
Magnetometer (gauss): (0.969,-0.094,0.358)
Gyroscope (degrees/sec): (-0.665,-2.695,-2.844)
Temperature: 24.500C
Acceleration (m/s^2): (-1.510,0.410,-9.489)
Magnetometer (gauss): (0.969,-0.094,0.358)
Gyroscope (degrees/sec): (0.263,-2.170,-3.001)
Temperature: 24.500C
Acceleration (m/s^2): (-1.569,0.378,-9.525)
Magnetometer (gauss): (0.969,-0.094,0.358)
Gyroscope (degrees/sec): (1.321,-2.126,-3.019)
Temperature: 24.500C
Acceleration (m/s^2): (-1.567,0.378,-9.582)
Magnetometer (gauss): (0.969,-0.094,0.358)
Gyroscope (degrees/sec): (2.091,-1.838,-3.063)
