Acceleration (m/s^2): (-2.340,0.663,-10.527)
Magnetometer (gauss): (0.959,-0.095,0.355)
Gyroscope (degrees/sec): (8.969,-66.264,285.801)
Temperature: 24.500C
Acceleration (m/s^2): (-4.083,1.181,-15.285)
Magnetometer (gauss): (0.959,-0.095,0.355)
Gyroscope (degrees/sec): (130.988,50.864,-105.788)
Temperature: 24.500C
Acceleration (m/s^2): (-1.185,0.707,-10.874)
Magnetometer (gauss): (0.959,-0.095,0.355)
Gyroscope (degrees/sec): (126.989,51.818,-239.050)
Temperature: 24.500C
Acceleration (m/s^2): (0.294,-0.230,-2.942)
Magnetometer (gauss): (0.959,-0.095,0.355)
Gyroscope (degrees/sec): (-107.223,-35.263,157.666)
Temperature: 24.500C
Acceleration (m/s^2): (-2.216,0.638,-9.645)
Magnetometer (gauss): (0.959,-0.095,0.355)
Gyroscope (degrees/sec): (-35.945,-17.771,41.239)
Temperature: 24.500C
Acceleration (m/s^2): (-2.162,0.648,-9.704)
Magnetometer (gauss): (0.959,-0.095,0.355)
Gyroscope (degrees/sec): (-8.208,-9.135,7.061)
Temperature: 24.500C
Acceleration (m/s^2): (-2.141,0.659,-9.517)
Magnetometer (gauss): (0.959,-0.095,0.355)
Gyroscope (degrees/sec): (-4.603,-8.138,2.783)
Temperature: 24.500C
Acceleration (m/s^2): (-2.100,0.669,-9.515)
Magnetometer (gauss): (0.963,-0.095,0.346)
Gyroscope (degrees/sec): (-3.798,-8.181,1.785)
Temperature: 24.500C
Acceleration (m/s^2): (-2.049,0.652,-9.497)
Magnetometer (gauss): (0.963,-0.095,0.346)
Gyroscope (degrees/sec): (-3.360,-7.770,1.951)
Temperature: 24.500C
Acceleration (m/s^2): (-2.043,0.629,-9.494)
Magnetometer (gauss): (0.963,-0.095,0.346)
Gyroscope (degrees/sec): (-2.713,-7.035,1.943)
Temperature: 24.500C
Acceleration (m/s^2): (-2.020,0.652,-9.412)
Magnetometer (gauss): (0.963,-0.095,0.346)
Gyroscope (degrees/sec): (-1.943,-6.466,1.794)
Temperature: 24.500C
Acceleration (m/s^2): (-2.025,0.659,-9.389)
Magnetometer (gauss): (0.963,-0.095,0.346)
Gyroscope (degrees/sec): (-1.295,-6.108,1.794)
Temperature: 24.500C
Acceleration (m/s^2): (-1.998,0.693,-9.383)
Magnetometer (gauss): (0.963,-0.095,0.346)
Gyroscope (degrees/sec): (-0.018,-6.020,1.619)
Temperature: 24.500C
Acceleration (m/s^2): (-1.968,0.697,-9.386)
Magnetometer (gauss): (0.963,-0.095,0.346)
Gyroscope (degrees/sec): (0.963,-5.898,1.199)
Temperature: 24.500C
Acceleration (m/s^2): (-1.940,0.698,-9.421)
Magnetometer (gauss): (0.957,-0.109,0.361)
Gyroscope (degrees/sec): (1.313,-5.521,1.059)
Temperature: 24.500C
Acceleration (m/s^2): (-1.945,0.693,-9.373)
Magnetometer (gauss): (0.957,-0.109,0.361)
Gyroscope (degrees/sec): (5.031,-7.193,-12.661)
Temperature: 24.500C
Acceleration (m/s^2): (-1.925,0.697,-9.421)
Magnetometer (gauss): (0.957,-0.109,0.361)
Gyroscope (degrees/sec): (5.845,-4.900,-1.733)
Temperature: 24.500C
Acceleration (m/s^2): (-1.938,0.727,-9.407)
Magnetometer (gauss): (0.957,-0.109,0.361)
Gyroscope (degrees/sec): (3.561,-5.583,-0.131)
Temperature: 24.500C
Acceleration (m/s^2): (-1.899,0.689,-9.456)
Magnetometer (gauss): (0.957,-0.109,0.361)
Gyroscope (degrees/sec): (3.658,-5.495,0.000)
Temperature: 24.500C
Acceleration (m/s^2): (-1.847,0.718,-9.479)
Magnetometer (gauss): (0.957,-0.109,0.361)
Gyroscope (degrees/sec): (4.113,-5.005,-0.149)
Temperature: 24.500C
Acceleration (m/s^2): (-1.811,0.730,-9.458)
Magnetometer (gauss): (0.957,-0.109,0.361)
Gyroscope (degrees/sec): (4.104,-4.279,-0.578)
Temperature: 24.500C
Acceleration (m/s^2): (-1.826,0.721,-9.536)
Magnetometer (gauss): (0.957,-0.109,0.361)
Gyroscope (degrees/sec): (4.471,-4.358,-0.858)
Temperature: 24.500C
Acceleration (m/s^2): (-1.805,0.745,-9.477)
Magnetometer (gauss): (0.952,-0.096,0.354)
Gyroscope (degrees/sec): (3.964,-4.008,-1.068)
Temperature: 24.500C
Acceleration (m/s^2): (-1.809,0.730,-9.584)
Magnetometer (gauss): (0.952,-0.096,0.354)
Gyroscope (degrees/sec): (3.938,-4.095,-1.601)
Temperature: 24.500C
Acceleration (m/s^2): (-1.887,0.732,-9.626)
Magnetometer (gauss): (0.952,-0.096,0.354)
Gyroscope (degrees/sec): (3.675,-4.331,-2.266)
Temperature: 24.500C
Acceleration (m/s^2): (-1.930,0.765,-9.680)
Magnetometer (gauss): (0.952,-0.096,0.354)
Gyroscope (degrees/sec): (3.649,-4.349,-2.695)
Temperature: 24.500C
Acceleration (m/s^2): (-1.960,0.762,-9.730)
Magnetometer (gauss): (0.952,-0.096,0.354)
Gyroscope (degrees/sec): (3.474,-4.568,-3.229)
Temperature: 24.500C
Acceleration (m/s^2): (-2.026,0.768,-9.703)
Magnetometer (gauss): (0.952,-0.096,0.354)
Gyroscope (degrees/sec): (3.168,-5.014,-3.640)
Temperature: 24.500C
Acceleration (m/s^2): (-2.090,0.794,-9.679)
Magnetometer (gauss): (0.952,-0.096,0.354)
Gyroscope (degrees/sec): (3.483,-5.775,-4.060)
Temperature: 24.500C
Acceleration (m/s^2): (-2.118,0.794,-9.742)
Magnetometer (gauss): (0.956,-0.103,0.365)
Gyroscope (degrees/sec): (3.850,-6.764,-4.305)
Temperature: 24.500C
Acceleration (m/s^2): (-2.288,0.762,-9.784)
Magnetometer (gauss): (0.956,-0.103,0.365)
Gyroscope (degrees/sec): (3.955,-7.901,-4.550)
Temperature: 24.500C
